zone,valid_pt,t2m_c,ssrd_wm2,wind100,Date
NP15,2025-05-30 11:00:00,29.416454238281915,804.4827651855122,0.3519443460706444,2025-05-30
NP15,2025-05-30 12:00:00,31.29094548624562,917.877158660806,0.7089386515314322,2025-05-30
NP15,2025-05-30 13:00:00,32.75712472599315,979.3259940009212,1.2294026240772329,2025-05-30
NP15,2025-05-30 14:00:00,33.77979967631643,982.9719202938657,1.744286554254593,2025-05-30
NP15,2025-05-30 15:00:00,34.414126147097534,928.43872663233,2.206854974851481,2025-05-30
NP15,2025-05-30 16:00:00,34.60086184459146,821.0708209055041,2.634931816218256,2025-05-30
NP15,2025-05-30 17:00:00,34.17353300130338,662.3974642197974,2.773371175285485,2025-05-30
NP15,2025-05-30 18:00:00,33.34250462440889,481.6279164149333,2.9873752093322627,2025-05-30
NP15,2025-05-30 19:00:00,31.67546376748851,288.69146983968506,2.9304002454405444,2025-05-30
NP15,2025-05-30 20:00:00,28.36527413616216,106.740467175177,2.74511350157145,2025-05-30
NP15,2025-05-30 21:00:00,25.655765411910807,5.362522384506754,2.244059248700619,2025-05-30
NP15,2025-05-30 22:00:00,23.882217062829625,0.0,1.7185373095916057,2025-05-30
NP15,2025-05-30 23:00:00,22.46391128025863,0.0,1.3713989240179791,2025-05-30
NP15,2025-05-31 00:00:00,21.34521824753483,0.0,1.1550401270399755,2025-05-31
NP15,2025-05-31 01:00:00,20.423992589117688,0.0,0.9289175631453604,2025-05-31
NP15,2025-05-31 02:00:00,19.57752334576781,0.0,0.767818015553493,2025-05-31
NP15,2025-05-31 03:00:00,18.81909085323809,0.0,0.6485865222996091,2025-05-31
NP15,2025-05-31 04:00:00,18.16156694788953,0.0,0.5699682220406166,2025-05-31
NP15,2025-05-31 05:00:00,17.597635590364632,0.0,0.4034485315486618,2025-05-31
NP15,2025-05-31 06:00:00,17.23321410410506,2.1426908605535413,0.3341130215455447,2025-05-31
NP15,2025-05-31 07:00:00,19.440294236035868,87.34498095421327,0.3112241935206412,2025-05-31
NP15,2025-05-31 08:00:00,23.4279103146834,265.7856177407917,0.148658024552738,2025-05-31
NP15,2025-05-31 09:00:00,26.45813314303973,463.2307556868769,0.3763959227252322,2025-05-31
NP15,2025-05-31 10:00:00,28.675263591663622,649.2840107057543,1.0396424385895526,2025-05-31
NP15,2025-05-31 11:00:00,30.503565228562195,805.3666380981439,1.6984896350138954,2025-05-31
NP15,2025-05-31 12:00:00,32.02465479527086,918.30877741425,2.3793977105631,2025-05-31
NP15,2025-05-31 13:00:00,33.2172595320082,978.450934082216,3.105152874550455,2025-05-31
NP15,2025-05-31 14:00:00,34.01344537410091,981.8291686449056,3.695866943509359,2025-05-31
NP15,2025-05-31 15:00:00,34.39812966184684,926.88881322946,4.031022004042603,2025-05-31
NP15,2025-05-31 16:00:00,34.324405785443105,820.1066203757872,4.206543161075467,2025-05-31
NP15,2025-05-31 17:00:00,33.992449207805294,666.7432784500438,4.2820247965902976,2025-05-31
NP15,2025-05-31 18:00:00,33.000356900865484,483.95010195815627,4.297416250482995,2025-05-31
NP15,2025-05-31 19:00:00,31.28132334187177,289.65271916895585,4.027239606454881,2025-05-31
NP15,2025-05-31 20:00:00,28.18493987307579,107.71101929333992,3.794133849041295,2025-05-31
NP15,2025-05-31 21:00:00,25.533335010472115,5.686812972545416,3.2532385678567755,2025-05-31
NP15,2025-05-31 22:00:00,23.773473633136405,0.0,2.43926594587508,2025-05-31
NP15,2025-05-31 23:00:00,22.294761530569133,0.0,1.5001018330724163,2025-05-31
NP15,2025-06-01 00:00:00,21.124170427253432,0.0,0.8424668654253625,2025-06-01
NP15,2025-06-01 01:00:00,20.13051090680113,0.0,0.693834518001292,2025-06-01
NP15,2025-06-01 02:00:00,19.28640288627872,0.0,0.6771597408506963,2025-06-01
NP15,2025-06-01 03:00:00,18.55292589234233,0.0,0.5656946955983104,2025-06-01
